id1	id2	class
1768	22469	DPL
12408	23308	DPL
8497	23415	DPL
13748	23167	DPL
12857	23793	DPL
14870	22670	DPL
7801	23980	DPL
20844	22669	DPL
11404	23859	DPL
2964	24178	DPL
12996	22797	DPL
20646	22543	DPL
18530	22549	DPL
4510	24230	DPL
3591	24047	DPL
1091	23609	DPL
5039	24582	DPL
6452	23006	DPL
7631	22598	DPL
4509	23633	DPL
4233	23341	DPL
4433	24196	DPL
791	22612	DPL
17537	23460	DPL
13593	23541	DPL
9692	23918	DPL
482	24318	DPL
13246	23228	DPL
20241	23997	DPL
4785	24418	DPL
9551	24115	DPL
11045	23716	DPL
18201	24407	DPL
1767	23553	DPL
14804	24039	DPL
5286	23576	DPL
19655	23514	DPL
20694	24399	DPL
7249	23492	DPL
6966	24215	DPL
8871	22388	DPL
8535	22499	DPL
1254	24181	DPL
10451	23685	DPL
19032	22321	DPL
3270	22163	DPL
7784	23390	DPL
5578	22573	DPL
6289	23703	DPL
4494	23268	DPL
16953	22405	DPL
7372	22714	DPL
11117	23082	DPL
17199	24276	DPL
4788	23220	DPL
6809	24483	DPL
2439	23471	DPL
19485	24271	DPL
21732	22678	DPL
18141	24011	DPL
14756	24304	DPL
246	24294	DPL
1083	22392	DPL
13590	22321	DPL
15123	23390	DPL
17840	24306	DPL
12701	23182	DPL
1097	22784	DPL
18981	22163	DPL
10846	22860	DPL
22026	24163	DPL
4507	23391	DPL
17303	24024	DPL
16232	23779	DPL
20175	22411	DPL
20940	22269	DPL
11741	24089	DPL
17163	24284	DPL
16579	23772	DPL
20398	23769	DPL
15248	24169	DPL
17702	23778	DPL
18465	22506	DPL
6748	22928	DPL
20523	23795	DPL
5900	24491	DPL
21784	22310	DPL
16801	22800	DPL
7150	22471	DPL
18171	23283	DPL
16625	22296	DPL
9384	22615	DPL
6863	23238	DPL
13768	24167	DPL
17275	23770	DPL
15034	23362	DPL
8619	23409	DPL
11684	22108	DPL
17579	23959	DPL
16917	23603	DPL
9579	24009	DPL
8740	22911	DPL
3255	23283	DPL
8846	23793	DPL
13805	23726	DPL
18333	24480	DPL
7638	23355	DPL
19120	24557	DPL
5783	22937	DPL
17688	22166	DPL
11895	22939	DPL
14459	22422	DPL
11688	22814	DPL
9131	22558	DPL
6639	23076	DPL
20714	22634	DPL
19818	22606	DPL
20698	22396	DPL
16367	24439	DPL
10693	23501	DPL
19540	22625	DPL
6527	22155	DPL
16794	24092	DPL
21484	22394	DPL
13477	24428	DPL
15648	23199	DPL
9224	22189	DPL
6975	23312	DPL
12442	22183	DPL
19521	24079	DPL
19801	23865	DPL
11831	24453	DPL
14854	22556	DPL
3068	22109	DPL
8567	23557	DPL
21030	23597	DPL
11441	22538	DPL
966	22659	DPL
12117	23097	DPL
13283	24602	DPL
18153	22636	DPL
14278	23217	DPL
6761	22720	DPL
13173	23682	DPL
6886	24556	DPL
12312	24482	DPL
20112	23983	DPL
11027	23769	DPL
4283	22090	DPL
9390	22451	DPL
4427	23001	DPL
20310	24591	DPL
10673	23183	DPL
1892	22529	DPL
5173	23445	DPL
13541	23652	DPL
5519	24483	DPL
2669	24594	DPL
12735	23337	DPL
4638	23574	DPL
20053	24444	DPL
6644	24515	DPL
19027	24002	DPL
17508	23823	DPL
1904	23434	DPL
10518	22280	DPL
7348	22932	DPL
5561	23935	DPL
11436	22577	DPL
14925	23877	DPL
2718	22551	DPL
6691	24617	DPL
8944	22224	DPL
18403	23849	DPL
5011	23113	DPL
6058	23184	DPL
10556	23105	DPL
17865	24230	DPL
9457	24089	DPL
19036	23113	DPL
19977	24606	DPL
10873	22114	DPL
4901	23918	DPL
2888	24222	DPL
3247	22995	DPL
8236	22817	DPL
2749	23692	DPL
14868	22660	DPL
14224	23374	DPL
10855	23957	DPL
9227	24088	DPL
7157	22140	DPL
377	22555	DPL
327	24314	DPL
13414	23086	DPL
8430	22686	DPL
20812	23252	DPL
1244	22266	DPL
13665	22619	DPL
18390	22536	DPL
6760	22812	DPL
13160	22617	DPL
5250	23292	DPL
12475	23930	DPL
14882	22589	DPL
14642	22144	DPL
7611	22161	DPL
15305	23966	DPL
21504	24586	DPL
5193	22336	DPL
13423	23050	DPL
3068	24131	DPL
18139	24274	DPL
7250	24435	DPL
2311	24265	DPL
13298	23756	DPL
19881	22268	DPL
5268	23293	DPL
1304	22082	DPL
16838	22095	DPL
3146	23138	DPL
4521	22174	DPL
1617	24341	DPL
9482	23224	DPL
4818	23579	DPL
11943	22936	DPL
17262	23792	DPL
9549	24390	DPL
7146	22710	DPL
4379	22078	DPL
1442	23604	DPL
17495	24291	DPL
8991	24208	DPL
13175	22522	DPL
12348	22153	DPL
18621	23145	DPL
5883	23844	DPL
8790	23209	DPL
6829	22276	DPL
21113	23390	DPL
14944	23475	DPL
1481	22885	DPL
11583	24583	DPL
8392	22139	DPL
17244	22490	DPL
17893	22128	DPL
8298	23141	DPL
19010	22630	DPL
8898	22904	DPL
12091	22182	DPL
16561	24285	DPL
16757	23223	DPL
18365	23058	DPL
595	24319	DPL
18331	23226	DPL
6032	22104	DPL
9052	22169	DPL
11538	22816	DPL
7616	23311	DPL
5042	22450	DPL
18464	23801	DPL
21326	23938	DPL
19581	23469	DPL
11618	22161	DPL
3778	22335	DPL
4425	24590	DPL
16206	22232	DPL
2280	24613	DPL
11715	24484	DPL
5463	23168	DPL
10274	22735	DPL
14496	24191	DPL
10888	22903	DPL
7504	22916	DPL
14170	23731	DPL
10852	23705	DPL
10883	23976	DPL
20676	24291	DPL
11565	24199	DPL
20133	23813	DPL
829	24019	DPL
8671	24301	DPL
6817	22116	DPL
3378	24186	DPL
14824	23273	DPL
19284	24546	DPL
2223	23847	DPL
8815	24146	DPL
1428	22724	DPL
10601	23140	DPL
4497	22571	DPL
21449	24144	DPL
11289	23258	DPL
21435	24370	DPL
10706	24614	DPL
4227	22950	DPL
17375	24096	DPL
2699	24100	DPL
9246	23623	DPL
4279	24055	DPL
11121	23968	DPL
2579	23902	DPL
16059	23696	DPL
15269	22947	DPL
20071	23707	DPL
17318	22992	DPL
16954	22664	DPL
4924	23074	DPL
11439	24028	DPL
13174	22523	DPL
14110	23284	DPL
2510	23684	DPL
14016	24330	DPL
3204	24101	DPL
3781	23536	DPL
4520	23586	DPL
885	23395	DPL
14178	23019	DPL
16351	22223	DPL
3145	24267	DPL
2523	23148	DPL
2789	23488	DPL
18444	22700	DPL
4284	22774	DPL
2814	23007	DPL
1153	22247	DPL
6877	22269	DPL
19754	23049	DPL
15416	22840	DPL
10207	22578	DPL
2486	23489	DPL
9343	23908	DPL
21588	23156	DPL
980	22893	DPL
21458	24172	DPL
3472	23194	DPL
17916	24439	DPL
12192	23424	DPL
1121	24059	DPL
13584	24261	DPL
20289	22946	DPL
6971	24419	DPL
13399	22795	DPL
16127	23146	DPL
1637	23514	DPL
21918	22165	DPL
19258	22544	DPL
3567	24320	DPL
21810	22144	DPL
16537	22780	DPL
11130	22140	DPL
3857	22774	DPL
4160	24147	DPL
557	22674	DPL
21348	22603	DPL
7234	24487	DPL
19808	23677	DPL
10881	23111	DPL
21813	23808	DPL
4598	22907	DPL
16312	24168	DPL
9497	22160	DPL
8359	24182	DPL
1325	23285	DPL
14796	22195	DPL
6602	22290	DPL
9096	24007	DPL
17389	23437	DPL
6299	22895	DPL
21544	24112	DPL
3627	22673	DPL
6956	24551	DPL
18373	23440	DPL
18680	24108	DPL
10814	24543	DPL
4381	23343	DPL
17264	24163	DPL
6573	22129	DPL
13391	23670	DPL
11285	23984	DPL
12025	24571	DPL
2960	22259	DPL
19476	22491	DPL
8664	24497	DPL
7971	22219	DPL
6287	24127	DPL
17489	23925	DPL
1697	24312	DPL
285	22488	DPL
3251	23548	DPL
20178	24014	DPL
16299	23323	DPL
11049	24216	DPL
10525	24043	DPL
16808	22377	DPL
1795	24198	DPL
12784	22962	DPL
15943	23025	DPL
16792	23104	DPL
10544	22464	DPL
10508	23400	DPL
2203	22302	DPL
9636	23327	DPL
10366	24598	DPL
20507	23392	DPL
12734	22859	DPL
12432	23422	DPL
4122	22878	DPL
14835	24334	DPL
18532	22605	DPL
20645	23158	DPL
14801	23010	DPL
4363	24576	DPL
5665	22234	DPL
6363	22844	DPL
14687	24299	DPL
102	24214	DPL
6116	22412	DPL
19368	22652	DPL
19468	24292	DPL
454	22886	DPL
5256	24348	DPL
2477	24063	DPL
8963	22753	DPL
15559	23559	DPL
2721	22544	DPL
16333	23732	DPL
8351	22168	DPL
10128	23617	DPL
14318	23036	DPL
5735	24134	DPL
17430	22094	DPL
7444	24114	DPL
9254	23216	DPL
15435	23937	DPL
17192	23321	DPL
4495	23943	DPL
8382	22834	DPL
16278	22800	DPL
17535	22297	DPL
19120	24624	DPL
6195	23741	DPL
6662	22977	DPL
18949	23624	DPL
1690	22798	DPL
4785	24224	DPL
16990	22978	DPL
7825	22356	DPL
12583	22457	DPL
2294	23543	DPL
12628	22300	DPL
4720	23526	DPL
20494	23984	DPL
9991	22397	DPL
18154	23253	DPL
8520	22399	DPL
7680	24493	DPL
3206	23666	DPL
9296	22622	DPL
1250	22248	DPL
6962	24038	DPL
16936	23283	DPL
19151	22435	DPL
8176	24537	DPL
19007	24211	DPL
21197	22859	DPL
1608	23888	DPL
3254	23888	DPL
17365	22090	DPL
9061	22587	DPL
15010	23716	DPL
21691	22453	DPL
17544	23413	DPL
21737	22652	DPL
1393	22586	DPL
10974	24258	DPL
13168	24105	DPL
5047	22293	DPL
3594	24047	DPL
20393	22550	DPL
8651	23550	DPL
560	23430	DPL
7384	22973	DPL
8520	24112	DPL
17484	22856	DPL
12147	23442	DPL
10609	23677	DPL
692	22226	DPL
11429	22885	DPL
4227	23765	DPL
16784	24327	DPL
20845	23587	DPL
4721	22385	DPL
20039	23761	DPL
12515	22741	DPL
11344	22973	DPL
17397	23791	DPL
4430	23212	DPL
7325	23510	DPL
11999	22891	DPL
11830	22782	DPL
17666	23761	DPL
16863	24553	DPL
14881	24242	DPL
12313	23066	DPL
18298	24151	DPL
13349	23926	DPL
1663	24311	DPL
19539	23866	DPL
7446	22727	DPL
9387	23950	DPL
21948	23110	DPL
4577	23836	DPL
7339	24226	DPL
17195	22156	DPL
160	23275	DPL
2534	24618	DPL
16296	24155	DPL
11228	24093	DPL
7625	22620	DPL
12853	23633	DPL
3904	23241	DPL
10437	22306	DPL
20420	24510	DPL
19139	24013	DPL
2528	24342	DPL
16515	22473	DPL
12655	23550	DPL
1398	23179	DPL
11819	22937	DPL
8092	23184	DPL
8347	23532	DPL
11690	24259	DPL
15576	23541	DPL
21193	22222	DPL
812	23603	DPL
11642	23541	DPL
3154	22923	DPL
13678	23912	DPL
18102	24471	DPL
3627	22598	DPL
21240	22133	DPL
3751	23852	DPL
13846	23833	DPL
14407	23294	DPL
16646	22527	DPL
5518	22846	DPL
1881	23352	DPL
9017	24007	DPL
6931	23045	DPL
18938	22239	DPL
14279	22855	DPL
15844	24176	DPL
8387	22420	DPL
8470	24238	DPL
13523	22195	DPL
5528	24431	DPL
11198	22266	DPL
781	23084	DPL
714	22474	DPL
8043	22782	DPL
1770	24027	DPL
14558	24192	DPL
20396	24274	DPL
17520	22690	DPL
8456	23373	DPL
3483	24456	DPL
17949	23759	DPL
6509	22872	DPL
2011	23960	DPL
2559	23380	DPL
2928	23952	DPL
12974	23690	DPL
2975	24171	DPL
11327	23625	DPL
14736	22698	DPL
12545	22575	DPL
20741	23149	DPL
2327	23916	DPL
7049	24164	DPL
12094	24051	DPL
6985	22100	DPL
5480	23262	DPL
11954	22582	DPL
433	23907	DPL
9859	24235	DPL
2646	23664	DPL
3695	24239	DPL
13303	22132	DPL
995	23435	DPL
11040	23260	DPL
15376	24005	DPL
6309	24138	DPL
2577	22211	DPL
10761	23529	DPL
9554	23054	DPL
11792	22179	DPL
18937	22223	DPL
2977	23466	DPL
14546	24231	DPL
21913	24125	DPL
11567	22435	DPL
21710	22183	DPL
15808	24625	DPL
12013	22256	DPL
18385	24269	DPL
2612	22768	DPL
17175	22613	DPL
14931	22945	DPL
6406	23370	DPL
10049	22426	DPL
17900	24234	DPL
21316	23478	DPL
16353	24403	DPL
20252	22756	DPL
8495	23867	DPL
19670	23635	DPL
3104	23020	DPL
13620	23701	DPL
12747	22550	DPL
14540	24158	DPL
1241	23357	DPL
716	22913	DPL
11144	24162	DPL
14895	23480	DPL
3669	22141	DPL
15894	24467	DPL
7305	22540	DPL
10423	22080	DPL
2945	22747	DPL
15830	22679	DPL
3239	22336	DPL
12174	22642	DPL
3696	23240	DPL
15654	22372	DPL
20118	23826	DPL
19292	22384	DPL
15253	23013	DPL
22052	23338	DPL
6973	22794	DPL
5102	24269	DPL
21943	22733	DPL
15684	24595	DPL
9027	24233	DPL
6231	23507	DPL
14902	22863	DPL
20592	23790	DPL
12274	22810	DPL
12761	24351	DPL
6709	22727	DPL
6414	24061	DPL
4855	22251	DPL
7029	23089	DPL
5992	22809	DPL
5683	24268	DPL
20107	22792	DPL
889	23591	DPL
265	24454	DPL
14036	24104	DPL
10670	24554	DPL
14499	23535	DPL
346	24329	DPL
9790	23833	DPL
15892	22220	DPL
13259	22304	DPL
14005	23011	DPL
19354	23904	DPL
14195	23949	DPL
10875	22545	DPL
16833	24543	DPL
4319	24230	DPL
8181	24050	DPL
1678	22488	DPL
15480	24148	DPL
7602	24129	DPL
20007	22769	DPL
5416	23648	DPL
15781	24018	DPL
100	22470	DPL
4059	22461	DPL
15528	23817	DPL
3895	24153	DPL
9157	23627	DPL
10129	22714	DPL
10801	23187	DPL
10268	24454	DPL
15826	24392	DPL
10435	24208	DPL
17259	22737	DPL
4630	22396	DPL
13150	22707	DPL
16221	23828	DPL
20315	24194	DPL
6915	23639	DPL
1245	22398	DPL
2760	23264	DPL
10641	22203	DPL
21758	23000	DPL
11779	23864	DPL
18232	23531	DPL
12893	24371	DPL
3274	22504	DPL
3470	22981	DPL
20184	23477	DPL
13439	23106	DPL
2457	22084	DPL
17880	22604	DPL
13995	22982	DPL
19043	23585	DPL
11089	22105	DPL
1026	23597	DPL
6722	22631	DPL
17906	24435	DPL
6730	23963	DPL
4660	23424	DPL
9710	22234	DPL
10967	22170	DPL
105	22768	DPL
9016	22081	DPL
21344	24225	DPL
12675	23099	DPL
3741	22209	DPL
5365	23270	DPL
12162	23452	DPL
16870	23168	DPL
3156	24048	DPL
5843	23304	DPL
10482	23982	DPL
8305	22421	DPL
10531	22825	DPL
16479	22789	DPL
17830	23366	DPL
13790	24003	DPL
4784	22763	DPL
1129	22650	DPL
6914	24058	DPL
17574	22759	DPL
12452	24072	DPL
4760	22723	DPL
2078	23564	DPL
2862	24513	DPL
17734	24242	DPL
11885	23152	DPL
11173	23735	DPL
12882	22675	DPL
19246	23250	DPL
20806	23472	DPL
10735	22334	DPL
12443	23443	DPL
14919	23802	DPL
12544	23600	DPL
3759	24415	DPL
10900	22528	DPL
21965	22131	DPL
18649	24101	DPL
21097	22967	DPL
12334	24611	DPL
19912	22369	DPL
18603	23367	DPL
14258	23420	DPL
20412	23331	DPL
15427	22351	DPL
19150	22253	DPL
9098	23215	DPL
6593	23698	DPL
256	23875	DPL
2594	22176	DPL
20427	24588	DPL
21592	22431	DPL
9728	23498	DPL
6005	23872	DPL
20444	24026	DPL
12126	23803	DPL
15685	23979	DPL
5275	22292	DPL
4040	22699	DPL
14370	22403	DPL
5459	23974	DPL
2780	23718	DPL
7903	23523	DPL
1600	22405	DPL
14917	23269	DPL
16667	23581	DPL
9676	22798	DPL
11543	22614	DPL
20213	22762	DPL
9565	23715	DPL
18429	23308	DPL
8911	22991	DPL
16544	24094	DPL
4587	23473	DPL
18688	23681	DPL
14015	22597	DPL
16641	22339	DPL
401	22286	DPL
1503	24055	DPL
11940	23489	DPL
3574	23562	DPL
8096	24560	DPL
1157	24502	DPL
12170	23637	DPL
353	24136	DPL
8501	24012	DPL
13922	24081	DPL
3966	22347	DPL
13723	24335	DPL
21799	24288	DPL
3962	23549	DPL
8071	23299	DPL
5235	23573	DPL
22044	22672	DPL
4692	22675	DPL
6616	22605	DPL
19300	22378	DPL
20891	23455	DPL
19269	24401	DPL
2285	24035	DPL
19124	23958	DPL
21595	23321	DPL
18207	22779	DPL
2672	24263	DPL
15490	23851	DPL
6820	23428	DPL
17452	24096	DPL
19958	22566	DPL
21662	24265	DPL
8268	23200	DPL
17372	22994	DPL
19593	23067	DPL
18705	22767	DPL
19526	24572	DPL
11401	24168	DPL
15496	22664	DPL
19637	22980	DPL
11469	22213	DPL
20287	22243	DPL
21977	24406	DPL
5208	24093	DPL
9086	23213	DPL
2751	23071	DPL
17448	23666	DPL
10675	23978	DPL
8546	22254	DPL
20622	24193	DPL
19557	22907	DPL
9533	22439	DPL
14074	24404	DPL
17950	23355	DPL
21374	24516	DPL
10210	22382	DPL
9333	23584	DPL
578	23885	DPL
8932	22876	DPL
1929	22261	DPL
544	23994	DPL
11341	24296	DPL
4645	22374	DPL
5987	22955	DPL
8525	24122	DPL
9825	22238	DPL
11270	23431	DPL
6899	23282	DPL
9165	22131	DPL
10647	22333	DPL
6549	24368	DPL
1748	24079	DPL
13244	24536	DPL
5884	22633	DPL
13058	22094	DPL
7080	22742	DPL
3052	24449	DPL
19776	23012	DPL
2466	23317	DPL
17384	23211	DPL
2950	22341	DPL
2139	22593	DPL
14554	23634	DPL
21311	22634	DPL
6374	22873	DPL
9190	22616	DPL
5596	22206	DPL
2703	23170	DPL
18711	24099	DPL
14945	24419	DPL
2237	24414	DPL
12169	23112	DPL
12942	24174	DPL
20190	24074	DPL
10870	24372	DPL
14490	22729	DPL
19000	23610	DPL
18198	22813	DPL
15463	23374	DPL
12892	24103	DPL
16033	24577	DPL
18627	22361	DPL
7661	23970	DPL
16536	23361	DPL
77	22603	DPL
639	24417	DPL
1355	22297	DPL
11212	24229	DPL
20462	24082	DPL
3324	23653	DPL
11461	23654	DPL
1275	24067	DPL
20822	24462	DPL
3447	22230	DPL
5921	24217	DPL
14761	23386	DPL
20109	22663	DPL
16438	23851	DPL
10031	23929	DPL
2074	23326	DPL
15004	23085	DPL
13397	23907	DPL
4885	24552	DPL
1451	22463	DPL
16174	24266	DPL
11296	24011	DPL
10788	24475	DPL
16642	22377	DPL
1316	24021	DPL
20732	24175	DPL
10906	24062	DPL
4703	23030	DPL
10772	23738	DPL
987	22556	DPL
11811	22820	DPL
13149	23009	DPL
4893	22528	DPL
5512	22274	DPL
17811	22090	DPL
9152	22711	DPL
10712	23896	DPL
5176	24615	DPL
4757	23614	DPL
1593	23588	DPL
10662	22409	DPL
8619	24440	DPL
10109	24409	DPL
4163	23556	DPL
17367	24271	DPL
14865	23444	DPL
10618	22314	DPL
15279	22540	DPL
2433	23552	DPL
10559	22731	DPL
18916	22638	DPL
12491	22744	DPL
12570	22770	DPL
12896	22780	DPL
15016	22654	DPL
14295	22880	DPL
7347	23024	DPL
18167	24424	DPL
5645	22949	DPL
6495	23376	DPL
8697	22294	DPL
11760	22177	DPL
15285	23516	DPL
19515	23583	DPL
13252	24469	DPL
8988	24159	DPL
913	23399	DPL
19355	23275	DPL
8267	23336	DPL
16056	23533	DPL
18358	23936	DPL
5721	23807	DPL
12007	24091	DPL
8545	24402	DPL
18759	22208	DPL
7672	22786	DPL
13319	24341	DPL
15072	22445	DPL
15062	24420	DPL
7706	22390	DPL
4706	24211	DPL
11215	24006	DPL
3010	23119	DPL
3616	23014	DPL
17849	22471	DPL
15432	22579	DPL
19541	22692	DPL
486	22602	DPL
19663	24350	DPL
19348	22530	DPL
236	23846	DPL
2556	22625	DPL
11084	23551	DPL
14455	23155	DPL
9475	24063	DPL
5076	22650	DPL
14874	23230	DPL
13030	22876	DPL
538	22101	DPL
2806	23016	DPL
3170	22462	DPL
17027	23781	DPL
20052	24578	DPL
10462	22613	DPL
2946	22785	DPL
357	24349	DPL
16635	23165	DPL
1650	23728	DPL
4647	24286	DPL
5595	22666	DPL
10118	24472	DPL
15921	22712	DPL
6670	23061	DPL
16819	23487	DPL
14869	22501	DPL
14203	24075	DPL
10924	24446	DPL
17571	24032	DPL
9534	24106	DPL
1376	23560	DPL
21121	22212	DPL
7894	24416	DPL
3236	22437	DPL
7136	22738	DPL
186	23920	DPL
14716	23493	DPL
13300	22387	DPL
3325	24597	DPL
14118	24537	DPL
20386	22490	DPL
16093	23261	DPL
4985	24419	DPL
16332	23909	DPL
10516	24380	DPL
16073	24200	DPL
5014	23699	DPL
15352	24443	DPL
10707	23265	DPL
21077	24240	DPL
11132	22267	DPL
21375	23620	DPL
14360	23941	DPL
4668	23305	DPL
8444	22925	DPL
15905	22172	DPL
19118	24623	DPL
8357	24332	DPL
9718	23284	DPL
8280	24410	DPL
5593	23268	DPL
2676	22359	DPL
11626	24585	DPL
18251	22977	DPL
13110	23234	DPL
20146	23420	DPL
16060	23542	DPL
4380	23072	DPL
5889	23841	DPL
20244	23710	DPL
16399	22223	DPL
19008	24339	DPL
9028	23747	DPL
5636	24563	DPL
8097	22124	DPL
21569	23048	DPL
11476	23659	DPL
124	22238	DPL
15431	22824	DPL
17804	24149	DPL
16308	22437	DPL
2868	23220	DPL
4538	23255	DPL
18388	24254	DPL
7400	22257	DPL
844	22755	DPL
9891	22205	DPL
11658	23080	DPL
7623	22620	DPL
13935	24217	DPL
657	24041	DPL
603	22923	DPL
13180	23851	DPL
8669	24480	DPL
7315	22404	DPL
15368	22547	DPL
8193	23499	DPL
7487	24534	DPL
2448	22277	DPL
7076	22827	DPL
4815	23272	DPL
1271	23712	DPL
12818	22705	DPL
11705	23512	DPL
6999	23646	DPL
12897	22765	DPL
12648	23836	DPL
13024	22983	DPL
6873	23878	DPL
3415	22623	DPL
18301	24292	DPL
13660	23775	DPL
173	22117	DPL
16227	23783	DPL
8369	24323	DPL
11266	24328	DPL
11842	24558	DPL
18624	23916	DPL
6365	23693	DPL
18900	22908	DPL
431	23638	DPL
9731	24268	DPL
2702	22203	DPL
7854	23177	DPL
9238	23228	DPL
18699	24340	DPL
11621	22968	DPL
5775	22521	DPL
18478	24240	DPL
15438	22242	DPL
11351	23689	DPL
18728	23475	DPL
17219	23688	DPL
782	22550	DPL
7851	22790	DPL
14110	23196	DPL
7145	22471	DPL
15548	23921	DPL
14385	23727	DPL
6991	22503	DPL
12464	22970	DPL
16659	23667	DPL
1556	22201	DPL
11224	22845	DPL
21094	23788	DPL
3794	23769	DPL
20933	22080	DPL
3249	23548	DPL
10289	23319	DPL
20795	23746	DPL
21512	24043	DPL
14646	23780	DPL
18550	23776	DPL
18143	23082	DPL
18513	23789	DPL
14438	24549	DPL
16253	24062	DPL
22046	22689	DPL
6471	24221	DPL
17104	23774	DPL
15336	22973	DPL
7359	24207	DPL
21668	23772	DPL
1682	24401	DPL
12950	24305	DPL
10362	23730	DPL
8019	22532	DPL
